Headline,Source,Published,Team Name,Type,Uploaded By,Video ID,Published Platform,Published URL
Headline_bd17ceae59d9,https://obfuscated.source.example/5e5e01f71036baa2,No,Unknown,speech,Chandan,989632002,,
Headline_26021bb4324c,https://obfuscated.source.example/cd188853f6d22562,No,Unknown,speech,Chandan,1643831679,,
Headline_3e4d9055e9cc,https://obfuscated.source.example/cce72d6d1540f485,No,Unknown,interview,Chandan,6330034,,
Headline_9ddd21eb8b42,https://obfuscated.source.example/f8774eeabe635acb,No,Unknown,speech,Chandan,222912853,,
Headline_cf5b7c8f45fb,https://obfuscated.source.example/d3c9567858ca9f70,No,Unknown,press conference,Chandan,985028398,,
Headline_44e740599e7f,https://obfuscated.source.example/67872a83227f421e,No,Unknown,interview,Chandan,820848579,,
Headline_119439579304,https://obfuscated.source.example/0c9299278326bcc3,No,Unknown,interview,Chandan,1331802955,,
Headline_ca873b6dcbfd,https://obfuscated.source.example/af5ef0f137b1654d,No,Unknown,news bulletin,Chandan,963333157,,
Headline_b74a98232ef1,https://obfuscated.source.example/8224dc39c5ef7ee4,No,Unknown,news bulletin,Chandan,995250162,,
Headline_6c43873addd1,https://obfuscated.source.example/29cdda89fe2b94b6,No,Unknown,news bulletin,Chandan,700282366,,
Headline_14f1572083f2,https://obfuscated.source.example/e2c3da643ca40218,No,Unknown,news bulletin,Chandan,604025251,,
Headline_645841f49188,https://obfuscated.source.example/5ae17ead830042ed,No,Unknown,interview,Chandan,1038936814,,
Headline_0969437272f3,https://obfuscated.source.example/9964a1270616e014,No,Unknown,interview,Chandan,1786465448,,
Headline_6066303b5f55,https://obfuscated.source.example/5481d91164b78402,No,Unknown,speech,Chandan,1496475588,,
Headline_23c56c1e1bee,https://obfuscated.source.example/d379f2dff75b427e,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),1112692620,,
Headline_a4750a2f0e0f,https://obfuscated.source.example/447448d5e461abcb,No,Unknown,press conference,Chandan,1815178582,,
Headline_803e86a8940f,https://obfuscated.source.example/db13812b4f072a6f,No,Unknown,press conference,Chandan,470861625,,
Headline_74b396dcc26c,https://obfuscated.source.example/412e4537a8a61cd2,No,Unknown,press conference,Dheeraj Pareek(QA theveritycorp.com),1301078321,,
Headline_78b33ed2dbbb,https://obfuscated.source.example/549e09634b75a9f2,No,Unknown,speech,Chandan,1700982301,,
Headline_45671dcf41c4,https://obfuscated.source.example/8aa6cae07fa85cf4,No,Unknown,interview,Chandan,1397131965,,
Headline_074c7c04cd5f,https://obfuscated.source.example/dff4d92d8989440c,No,Unknown,news bulletin,Chandan,1365914468,,
Headline_31434c91d065,https://obfuscated.source.example/60f65f6c7fc03ebe,No,Unknown,debate,Chandan,913201688,,
Headline_e7372f30a8d7,https://obfuscated.source.example/597d84d2c22e5c44,No,Unknown,speech,Chandan,1085826159,,
Headline_520929c2b2e2,https://obfuscated.source.example/0cf5af0bf5e3b4d2,No,Unknown,interview,Chandan,1360557466,,
Headline_74f04abb898d,https://obfuscated.source.example/354d280175fd59b1,No,Unknown,press conference,Chandan,1165819826,,
Headline_b0920f843d99,https://obfuscated.source.example/4fc97f14e0487fe0,No,Unknown,special reports,Chandan,780026061,,
Headline_d40e149b6ab7,https://obfuscated.source.example/ed9cd5c54335c1de,No,Unknown,interview,sukhleen,538401976,,
Headline_6c9d9ae55e70,https://obfuscated.source.example/0cf5af0bf5e3b4d2,No,Unknown,interview,sukhleen,1593179517,,
Headline_fe287f612977,https://obfuscated.source.example/0cf5af0bf5e3b4d2,No,Unknown,interview,Chandan,1447252463,,
Headline_833c86e26366,https://obfuscated.source.example/ed9cd5c54335c1de,No,Unknown,interview,Chandan,1726319994,,
Headline_fba518d6ba20,https://obfuscated.source.example/de0d528a59bac378,No,Unknown,debate,Chandan,1317238645,,
Headline_4f8fc7478677,https://obfuscated.source.example/8e65984bc8e72c85,No,Unknown,news bulletin,Chandan,1742687971,,
Headline_9556b7f2e86b,https://obfuscated.source.example/d017d0ace14ee7d2,No,Unknown,special reports,Chandan,946990607,,
Headline_0abe5daf9d53,https://obfuscated.source.example/4927a5ae3bf41c56,No,Unknown,press conference,Chandan,1091987959,,
Headline_e53d736b45db,https://obfuscated.source.example/f440da0a448c9c6c,No,Unknown,interview,Chandan,1127355413,,
Headline_e559cf37fe36,https://obfuscated.source.example/a0644b7223e8bdaf,No,Unknown,speech,Chandan,1688760532,,
Headline_6287f66a1d72,https://obfuscated.source.example/f54362a0198d3dc8,No,Unknown,interview,Chandan,182411573,,
Headline_a8cf5893f72d,https://obfuscated.source.example/886adc71a5887855,No,Unknown,speech,Chandan,389286548,,
Headline_23880314b8fe,https://obfuscated.source.example/ad7361d5838c48d5,No,Unknown,special reports,Chandan,642533319,,
Headline_c1687b50998d,https://obfuscated.source.example/f69d87fc912668ac,No,Unknown,special reports,Chandan,691550960,,
Headline_3f285ec553db,https://obfuscated.source.example/7654da16b5914712,No,Unknown,special reports,Chandan,1635049743,,
Headline_a02503e806f4,https://obfuscated.source.example/acb05b722b76dd6e,No,Unknown,special reports,Chandan,336965178,,
Headline_5f1431acab25,https://obfuscated.source.example/f830658d45d17d8e,No,Unknown,special reports,Chandan,1780133878,,
Headline_abae0428344e,https://obfuscated.source.example/c4502aeb3557b232,No,Unknown,special reports,Chandan,191112990,,
Headline_58624c8debc0,https://obfuscated.source.example/630b33e31896c141,No,Unknown,speech,Chandan,1090190249,,
Headline_ce2e084aa931,https://obfuscated.source.example/fb6957d21134b1f6,No,Unknown,interview,Chandan,899026121,,
Headline_364ff16bcf8b,https://obfuscated.source.example/3a94f99a388eca96,No,Unknown,speech,Chandan,88782879,,
Headline_5c5aabfd508e,https://obfuscated.source.example/7ad00d4185bed891,No,Unknown,speech,Chandan,718639546,,
Headline_c12fc9ec07c3,https://obfuscated.source.example/a77f284d5839788d,No,Unknown,speech,Chandan,1155430561,,
Headline_5f69c48c9362,https://obfuscated.source.example/c73b42980ea909b3,No,Unknown,interview,Chandan,1205304062,,
Headline_445dffbc016a,https://obfuscated.source.example/196a3e03fc73b473,No,Unknown,interview,Chandan,75575549,,
Headline_cd66bf1a43ab,https://obfuscated.source.example/a99eada79501cfa3,No,Unknown,interview,Chandan,359801352,,
Headline_b8cb01fa1702,https://obfuscated.source.example/0f13ec2ae4c31fe3,No,Unknown,speech,Chandan,1154687952,,
Headline_52b95572a923,https://obfuscated.source.example/1f4c8d310d296d76,No,Unknown,interview,Chandan,1942277770,,
Headline_3b10f8fcee82,https://obfuscated.source.example/79c7584e5a2b41b9,No,Unknown,interview,Chandan,551620063,,
Headline_40f6341ef085,https://obfuscated.source.example/435ed9a677f9c841,No,Unknown,interview,Chandan,182202377,,
Headline_0aa2cb9f83b0,https://obfuscated.source.example/2e8f82fb101b35b3,No,Unknown,press conference,Chandan,1139567096,,
Headline_8b8559715989,https://obfuscated.source.example/4f5b6bdbd07274e3,No,Unknown,interview,Chandan,1553533712,,
Headline_6e858161832f,https://obfuscated.source.example/f76e1ea829a1644a,No,Unknown,news bulletin,Chandan,436170563,,
Headline_69cba7560432,https://obfuscated.source.example/38e36713c502cbf8,No,Unknown,news bulletin,Chandan,1929336367,,
Headline_91c3d235e562,https://obfuscated.source.example/521310e6c21b20e0,No,Unknown,debate,Chandan,1273715123,,
Headline_1b8af92c7f8c,https://obfuscated.source.example/554c6d4bf66d6f14,No,Unknown,debate,Chandan,567620718,,
Headline_5a2fd6ea237d,https://obfuscated.source.example/9a5f4ddee27c34a9,No,Unknown,debate,Chandan,920944792,,
Headline_5da29ac1f342,https://obfuscated.source.example/465b55a49e694e22,No,Unknown,press conference,Chandan,558093946,,
Headline_7e19248c0ebd,https://obfuscated.source.example/4d6f1d3b5212a10a,No,Unknown,press conference,Chandan,1112419220,,
Headline_7c72f5434699,https://obfuscated.source.example/1433e08b1398fea7,No,Unknown,news bulletin,Chandan,258091876,,
Headline_2ad4e664c570,https://obfuscated.source.example/bdb7e73573a76ee9,No,Unknown,news bulletin,Chandan,440302693,,
Headline_7d7922252380,https://obfuscated.source.example/0dd06f779738607a,No,Unknown,news bulletin,Chandan,1205734128,,
Headline_86b0a39c1ea9,https://obfuscated.source.example/6e14ce66b2af3cd2,No,Unknown,news bulletin,Chandan,59504448,,
Headline_6c16b7ce127f,https://obfuscated.source.example/89fcfba2f6595f50,No,Unknown,debate,Chandan,895456446,,
Headline_d27b4e0caf91,https://obfuscated.source.example/77fd97854fa08dcc,No,Unknown,debate,Chandan,38184664,,
Headline_25db321ccece,https://obfuscated.source.example/25ce3b792f07d085,No,Unknown,debate,Chandan,739117618,,
Headline_e31ac246a935,https://obfuscated.source.example/6bbcf11db4153fe3,No,Unknown,debate,Chandan,1586048803,,
Headline_c48355a12ecc,https://obfuscated.source.example/f471f85d399a1cb3,No,Unknown,debate,Chandan,1859398120,,
Headline_912ef4bc28f3,https://obfuscated.source.example/1d0ba389338a1012,No,Unknown,debate,Chandan,1927639934,,
Headline_c6059beda972,https://obfuscated.source.example/6514dc4d40b1341f,No,Unknown,debate,Chandan,1406628951,,
Headline_a991afedb17f,https://obfuscated.source.example/82cb4584fa13030a,No,Unknown,debate,Chandan,683007169,,
Headline_a21115a285f6,https://obfuscated.source.example/f22323f0f2299b98,No,Unknown,speech,Chandan,847007847,,
Headline_c9098532684e,https://obfuscated.source.example/f22323f0f2299b98,No,Unknown,interview,Chandan,773934862,,
Headline_654c7fe4c4c7,https://obfuscated.source.example/9ab3f182e6e18139,No,Unknown,speech,Chandan,920525919,,
Headline_2331b6b20613,https://obfuscated.source.example/9ab3f182e6e18139,No,Unknown,interview,Chandan,421916070,,
Headline_30c89b76faaa,https://obfuscated.source.example/295d00b0be9421dd,No,Unknown,press conference,Chandan,1983055738,,
Headline_64ac616a9031,https://obfuscated.source.example/7bc4be6806903e36,No,Unknown,special reports,Chandan,1303600325,,
Headline_25cba78adbfe,https://obfuscated.source.example/10f02725bb746965,No,Unknown,news bulletin,Chandan,1808157696,,
Headline_08bfb5c13972,https://obfuscated.source.example/9617fb48307f68bf,No,Unknown,debate,Chandan,524116974,,
Headline_4c4bad565248,https://obfuscated.source.example/70806286a9c21928,No,Unknown,speech,sukhleen,835781014,,
Headline_d379935808cd,https://obfuscated.source.example/abb400f81125edbd,No,Unknown,speech,sukhleen,537408889,,
Headline_7928951cecb4,https://obfuscated.source.example/b0a5fe0e02b00282,No,Unknown,speech,sukhleen,983466150,,
Headline_99fed83b5e6a,https://obfuscated.source.example/b9af7adff74f908f,No,Unknown,interview,sukhleen,1505264124,,
Headline_0df8aa774a8b,https://obfuscated.source.example/b9af7adff74f908f,No,Unknown,speech,sukhleen,1553450621,,
Headline_cada170fbfb2,https://obfuscated.source.example/24a57a00cc350ff6,No,Unknown,interview,Deepika Uniyal (QA testaing.com),1480063288,,
Headline_e8d814ae320e,https://obfuscated.source.example/5b87f431b97947b1,No,Unknown,interview,Deepika Uniyal (QA testaing.com),1177128528,,
Headline_7039cd34b63d,https://obfuscated.source.example/573238cbcbd5178a,No,Unknown,debate,sukhleen,132533665,,
Headline_11db4672d088,https://obfuscated.source.example/15cfe5724c379c70,No,Unknown,debate,sukhleen,1318859514,,
Headline_26a5215bc772,https://obfuscated.source.example/54316a4bbd1955c2,No,Unknown,interview,sukhleen,222888616,,
Headline_82a7a6ccdf02,https://obfuscated.source.example/e5749fa9a5720705,No,Unknown,interview,sukhleen,838552028,,
Headline_daec43baf65b,https://obfuscated.source.example/9ada9a4e0822cdc4,No,Unknown,news bulletin,sukhleen,610617416,,
Headline_56ceda199d67,https://obfuscated.source.example/251440483a7fdce4,No,Unknown,news bulletin,sukhleen,1483232396,,
Headline_523f31e64343,https://obfuscated.source.example/517f8ee1c54a006a,No,Unknown,interview,sukhleen,916517445,,
Headline_0f94653e3ba0,https://obfuscated.source.example/0e3b55edfd9d7549,No,Unknown,press conference,sukhleen,1441435909,,
Headline_d3e971b1c59d,https://obfuscated.source.example/0e3b55edfd9d7549,No,Unknown,speech,sukhleen,709297491,,
Headline_655abe79e8dc,https://obfuscated.source.example/73de6185c0e157f7,No,Unknown,debate,sukhleen,675711220,,
Headline_77d71c142130,https://obfuscated.source.example/73de6185c0e157f7,No,Unknown,interview,sukhleen,1531315714,,
Headline_62794c870c66,https://obfuscated.source.example/73de6185c0e157f7,No,Unknown,news bulletin,sukhleen,510561616,,
Headline_7ce8d037f1ac,https://obfuscated.source.example/562674c40394be80,No,Unknown,special reports,Vaibhav,864017982,,
Headline_954b3012d180,https://obfuscated.source.example/ddeaa086c68bb9f9,No,Unknown,news bulletin,Auto Upload,1136960048,,
Headline_d7abdd19b4b0,https://obfuscated.source.example/ca5a199763ab42b5,No,Unknown,special reports,Auto Upload,975201355,,
Headline_e9dc0a83ac09,https://obfuscated.source.example/a39eeacf19d23e61,No,Unknown,special reports,Auto Upload,734676847,,
Headline_f8ccd9c208e4,https://obfuscated.source.example/b0078660e11f5d66,No,Unknown,debate,Auto Upload,266600622,,
Headline_aaa87cfed82b,https://obfuscated.source.example/3b3beaa438a7d495,No,Unknown,debate,Auto Upload,1869703276,,
Headline_45cd0b74d903,https://obfuscated.source.example/9a84f651a680ae71,No,Unknown,special reports,Vaibhav,1920239798,,
Headline_a6c8deeac16e,https://obfuscated.source.example/59ed241cf0f2c3fc,No,Unknown,special reports,Vaibhav,211783871,,
Headline_bda909cf8b44,https://obfuscated.source.example/df71feb8341ae404,No,Unknown,special reports,Vaibhav,1339961168,,
Headline_24dc07696b9e,https://obfuscated.source.example/1b90fca49fc0e5aa,No,Unknown,speech,Neha,1634311106,,
Headline_d35661d4c43a,https://obfuscated.source.example/678e164ceffb6c26,No,Unknown,speech,Neha,700231438,,
,https://obfuscated.source.example/5489b10b3ff00539,No,Unknown,interview,Neha,28658787,,
Headline_65266f8ec4d4,https://obfuscated.source.example/bea0d9953596e338,No,Unknown,news bulletin,Neha,1229243935,,
Headline_d228d4ea4301,https://obfuscated.source.example/5489b10b3ff00539,No,Unknown,news bulletin,Neha,1663171423,,
Headline_c79e1a58c0c4,https://obfuscated.source.example/4187dcc897b70ddd,No,Unknown,interview,Neha,1006929023,,
Headline_7084fb0f83cd,https://obfuscated.source.example/b6dcd917187c46e8,No,Unknown,special reports,Auto Upload,1746214339,,
Headline_77357c8ea793,https://obfuscated.source.example/a6a94e3547e9b35f,No,Unknown,special reports,Auto Upload,1650792337,,
Headline_9dcc79a9ec27,https://obfuscated.source.example/4b3bc4729ac3c64d,No,Unknown,special reports,Auto Upload,68985200,,
Headline_163b6e1029c7,https://obfuscated.source.example/d4243a44e35d4270,No,Unknown,news bulletin,Auto Upload,108204882,,
Headline_35cf7ad1f853,https://obfuscated.source.example/0aa11c35ecfe955f,No,Unknown,news bulletin,Richa,1211916330,,
Headline_108fba2c114d,https://obfuscated.source.example/86a3b1e2338ecc11,No,Unknown,news bulletin,Auto Upload,1455982451,,
Headline_d16d35e70dcf,https://obfuscated.source.example/b1bdd9ffb793f121,No,Unknown,news bulletin,Richa,534220194,,
Headline_fe2f53d710b7,https://obfuscated.source.example/c48bf0107f748dfc,No,Unknown,interview,Auto Upload,49039847,,
Headline_3b34e8b44c89,https://obfuscated.source.example/c6d1e714bad28f23,No,Unknown,news bulletin,Auto Upload,1277956173,,
Headline_4fca2cfe7529,https://obfuscated.source.example/b1bdd9ffb793f121,No,Unknown,special reports,Abhishek,874883897,,
Headline_1c9427cbdf97,https://obfuscated.source.example/b507884324d25884,No,Unknown,speech,Dheeraj Pareek(QA theveritycorp.com),497837856,,
Headline_ceedc0d3896b,https://obfuscated.source.example/66ed1d499d6a73e1,No,Unknown,speech,Dheeraj Pareek(QA theveritycorp.com),1474368161,,
Headline_5d6f388a29c3,https://obfuscated.source.example/fb68996612038cb8,No,Unknown,speech,Dheeraj Pareek(QA theveritycorp.com),1879741116,,
Headline_54998d94265a,https://obfuscated.source.example/997111222ab96ea6,No,Unknown,special reports,Auto Upload,418820854,,
Headline_12d90c350a6a,https://obfuscated.source.example/964c43def0ce40ed,No,Unknown,news bulletin,Prithviraj,1009203075,,
Headline_1af9160f3f30,https://obfuscated.source.example/b1bdd9ffb793f121,No,Unknown,news bulletin,Prithviraj,253319895,,
Headline_cd0e47a04244,https://obfuscated.source.example/a690daae212234e0,No,Unknown,news bulletin,Prithviraj,879914298,,
Headline_b4f230a34bb5,https://obfuscated.source.example/b1bdd9ffb793f121,No,Unknown,news bulletin,Prithviraj,4672412,,
Headline_393561f0ab6c,https://obfuscated.source.example/9eafd1a54907bb71,No,Unknown,speech,Prithviraj,1362054994,,
Headline_eb75a4d45ffa,https://obfuscated.source.example/9eafd1a54907bb71,No,Unknown,news bulletin,Prithviraj,885592965,,
Headline_aeade8d5caeb,https://obfuscated.source.example/7d7f7cbbefda05b1,No,Unknown,interview,Neha,199416696,,
Headline_6814a68ebad7,https://obfuscated.source.example/b1bdd9ffb793f121,No,Unknown,interview,Neha,147276768,,
Headline_6f337dc80073,https://obfuscated.source.example/5c5d41da5f280241,No,Unknown,debate,Neha,174953639,,
Headline_0d63fdb39a3d,https://obfuscated.source.example/b1bdd9ffb793f121,No,Unknown,debate,Neha,221915474,,
Headline_9dcdac88dc28,https://obfuscated.source.example/b73d02ac62321ccd,No,Unknown,special reports,Subhesh,1845100532,,
,https://obfuscated.source.example/f98da2b768c1e449,No,Unknown,speech,Dheeraj Pareek(QA theveritycorp.com),20596928,,
,https://obfuscated.source.example/daa16baae9c4bed8,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),1326433732,,
Headline_620d1bb25134,https://obfuscated.source.example/e231c12c44994517,No,Unknown,special reports,Subhesh,938252570,,
Headline_88f10e71897c,https://obfuscated.source.example/16d740b1ec6cfe0f,No,Unknown,news bulletin,Dheeraj Pareek(QA theveritycorp.com),1557528965,,
Headline_6b8d8b5ebf90,https://obfuscated.source.example/396c9487b47fa30f,No,Unknown,news bulletin,Dheeraj Pareek(QA theveritycorp.com),508920807,,
,https://obfuscated.source.example/965d2cdca74d9d89,No,Unknown,interview,Nitesh,769896972,,
Headline_ba7e13d8827d,https://obfuscated.source.example/a2d0cf6f9d008831,No,Unknown,news bulletin,Dheeraj Pareek(QA theveritycorp.com),1982184687,,
Headline_6464012eae08,https://obfuscated.source.example/1b3ba86f33c987c9,No,Unknown,news bulletin,Dheeraj Pareek(QA theveritycorp.com),1288505151,,
Headline_9e00ffd658b5,https://obfuscated.source.example/431bdfaf902aac33,No,Unknown,news bulletin,Dheeraj Pareek(QA theveritycorp.com),920887229,,
Headline_cdc4e9a77c33,https://obfuscated.source.example/b37cca3bc6f931ea,No,Unknown,news bulletin,Dheeraj Pareek(QA theveritycorp.com),226375138,,
Headline_d14dbb8e823c,https://obfuscated.source.example/335b231dfbea98ef,No,Unknown,news bulletin,Dheeraj Pareek(QA theveritycorp.com),1943331474,,
Headline_4491eb8e087a,https://obfuscated.source.example/8b36f924fd61b86a,No,Unknown,news bulletin,Dheeraj Pareek(QA theveritycorp.com),1703185099,,
Headline_8b3e2d5b6f63,https://obfuscated.source.example/480fb73826fa0205,No,Unknown,news bulletin,Dheeraj Pareek(QA theveritycorp.com),973786703,,
Headline_a4f3c5c0a956,https://obfuscated.source.example/f430ddd46ca75165,No,Unknown,news bulletin,Dheeraj Pareek(QA theveritycorp.com),565711738,,
Headline_b8a142eb7fef,https://obfuscated.source.example/b0c2a56423e08c13,No,Unknown,news bulletin,Dheeraj Pareek(QA theveritycorp.com),1629257258,,
Headline_1500cb8bad53,https://obfuscated.source.example/432cc579c89a91af,No,Unknown,news bulletin,Dheeraj Pareek(QA theveritycorp.com),1568933321,,
Headline_372d1ff1c563,https://obfuscated.source.example/084d0843a10559b4,No,Unknown,interview,Neha,1326242904,,
Headline_677a1de88d84,https://obfuscated.source.example/760a283ca359b60a,No,Unknown,press conference,Neha,675483283,,
Headline_6d5d4014b351,https://obfuscated.source.example/31299fe459f54f98,No,Unknown,press conference,Neha,760863838,,
Headline_a8a984d55f63,https://obfuscated.source.example/952c503eb8862311,No,Unknown,debate,Neha,1330528707,,
Headline_9a9a4f7d190b,https://obfuscated.source.example/2fcb977d57be402f,No,Unknown,debate,Neha,536996267,,
Headline_8605c21b8ff3,https://obfuscated.source.example/647b62450293fa2d,No,Unknown,debate,Neha,1245736086,,
Headline_e9abb2e51a3e,https://obfuscated.source.example/667c7ce62f2fe4fd,No,Unknown,news bulletin,Alok Rai,1359570433,,
Headline_516c8df41a03,https://obfuscated.source.example/e6908796b404a226,No,Unknown,speech,Chandan,1595211127,,
Headline_5341cff7282e,https://obfuscated.source.example/acaac2735ece7fa5,No,Unknown,special reports,sukhleen,1358973973,,
Headline_fc6a3f8b12ac,https://obfuscated.source.example/77bea024680ca356,No,Unknown,speech,Alok Rai,741753714,,
Headline_732fa9b17363,https://obfuscated.source.example/8e19c185df6ceb4f,No,Unknown,interview,Chandan,6508856,,
Headline_3cb263e5870d,https://obfuscated.source.example/cea64b6cde72658b,No,Unknown,interview,Chandan,1274236900,,
Headline_0b65b9576933,https://obfuscated.source.example/0e3b55edfd9d7549,No,Unknown,news bulletin,Chandan,304476999,,
Headline_832ef93b6011,https://obfuscated.source.example/965bc7592106f09f,No,Unknown,speech,Chandan,1075751430,,
Headline_7c2b2b0921b0,https://obfuscated.source.example/acaac2735ece7fa5,No,Unknown,interview,Chandan,1343737037,,
Headline_57aeb171c5e8,https://obfuscated.source.example/c2d4abee8e631275,No,Unknown,news bulletin,Alok Rai,536330167,,
Headline_b9eb07b93501,https://obfuscated.source.example/e5b2b7fc261dcdc2,No,Unknown,news bulletin,Alok Rai,1869586806,,
Headline_9c9e16c876e7,https://obfuscated.source.example/b50d8adbe729a5e4,No,Unknown,news bulletin,Alok Rai,308146626,,
Headline_132dd70513b7,https://obfuscated.source.example/4949175af08630ce,No,Unknown,news bulletin,Alok Rai,1506160241,,
Headline_e32aaed0cf83,https://obfuscated.source.example/d92f21c1d800401e,No,Unknown,news bulletin,Alok Rai,1429495567,,
Headline_d86cd8951888,https://obfuscated.source.example/e2ce0311d972c256,No,Unknown,news bulletin,Alok Rai,1744130642,,
Headline_9282650bc96b,https://obfuscated.source.example/2b81dafdc8740099,No,Unknown,news bulletin,Alok Rai,549727410,,
Headline_c18dc789095a,https://obfuscated.source.example/6f269e88cccd19f8,No,Unknown,debate,Chandan,52212945,,
Headline_e3ba984b7052,https://obfuscated.source.example/1aa1b8798207849d,No,Unknown,debate,Chandan,1063047667,,
Headline_b377d68e1834,https://obfuscated.source.example/ba2f4960d4c97d34,No,Unknown,debate,Chandan,747409871,,
Headline_74fae6a2bfb0,https://obfuscated.source.example/5f5c11ef60b08b40,No,Unknown,debate,Chandan,699285319,,
Headline_83624743d2c4,https://obfuscated.source.example/95270af72735aa59,No,Unknown,debate,Chandan,222633083,,
Headline_0f97ff9e962a,https://obfuscated.source.example/61a76e10eb66169c,No,Unknown,debate,Chandan,802791392,,
Headline_be1f6ce70447,https://obfuscated.source.example/7f7ac7b8d1d4cda6,No,Unknown,debate,Chandan,209846384,,
Headline_96f9bcc8f0df,https://obfuscated.source.example/493f27d1a9ee7f6d,No,Unknown,debate,Chandan,85021707,,
Headline_f9613241f77d,https://obfuscated.source.example/a2509dd83c85b2a4,No,Unknown,debate,Chandan,1235373181,,
Headline_5f4c3b3ac1ce,https://obfuscated.source.example/4f15238dc842c2bd,No,Unknown,debate,Chandan,1677966900,,
Headline_7ef19f378363,https://obfuscated.source.example/01c2f88861952980,No,Unknown,debate,Chandan,1317595466,,
Headline_4536c848c3c2,https://obfuscated.source.example/cac04a86e0652298,No,Unknown,interview,Chandan,822175620,,
Headline_21d9d937ed82,https://obfuscated.source.example/8b1e9a09275c58e9,No,Unknown,interview,Chandan,1515945242,,
Headline_28d4f3ca3ba5,https://obfuscated.source.example/95320457b4ab9aa5,No,Unknown,interview,Chandan,1768046731,,
Headline_5dd2fe8775e2,https://obfuscated.source.example/333459ef3cc7521a,No,Unknown,interview,Chandan,520947088,,
Headline_5e51a96283bf,https://obfuscated.source.example/c63ea42855e8857e,No,Unknown,interview,Chandan,1868286853,,
Headline_f984b8b18464,https://obfuscated.source.example/4604284b9a9ae336,No,Unknown,news bulletin,Dheeraj Pareek(QA theveritycorp.com),1434733664,,
Headline_45aa4ae3a98b,https://obfuscated.source.example/ad50347f6e9b2551,No,Unknown,news bulletin,Dheeraj Pareek(QA theveritycorp.com),1849156100,,
Headline_4337067e12e0,https://obfuscated.source.example/f4b20512c4d353f7,No,Unknown,news bulletin,Dheeraj Pareek(QA theveritycorp.com),999434808,,
Headline_0bde9385ea3b,https://obfuscated.source.example/4a3c7471c9c82503,No,Unknown,news bulletin,Dheeraj Pareek(QA theveritycorp.com),1623431067,,
Headline_3b57bf2344e6,https://obfuscated.source.example/5a6480fab7a8ff34,No,Unknown,news bulletin,Dheeraj Pareek(QA theveritycorp.com),1737431885,,
Headline_608c82c021f5,https://obfuscated.source.example/28680f32d6413905,No,Unknown,news bulletin,Dheeraj Pareek(QA theveritycorp.com),453139524,,
Headline_b6e0bac69df0,https://obfuscated.source.example/bd32a3f7fa79ab82,No,Unknown,news bulletin,Dheeraj Pareek(QA theveritycorp.com),293574773,,
Headline_43d82b1bd79c,https://obfuscated.source.example/2b81dafdc8740099,No,Unknown,news bulletin,sukhleen,1061421943,,
Headline_b4f695bc87da,https://obfuscated.source.example/dc6f168c5148ed37,No,Unknown,interview,Chandan,1218739258,,
Headline_a86f38e615d5,https://obfuscated.source.example/a074077e763d2582,No,Unknown,interview,Chandan,1528384544,,
Headline_b35363491273,https://obfuscated.source.example/cb894eb7edfbfb4e,No,Unknown,interview,Chandan,1227322685,,
Headline_19320669e396,https://obfuscated.source.example/eb2c71d0d7350389,No,Unknown,interview,Chandan,360431665,,
Headline_f271bf142985,https://obfuscated.source.example/e11c6e471013d391,No,Unknown,interview,Chandan,1858719599,,
Headline_b87a7a06bbaa,https://obfuscated.source.example/ecbbc58cebdd5c12,No,Unknown,interview,Chandan,1432210920,,
Headline_e2507609026c,https://obfuscated.source.example/1a81c97d4daa88b1,No,Unknown,interview,Chandan,796475410,,
Headline_e2507609026c,https://obfuscated.source.example/023dd2f30f686560,No,Unknown,interview,Chandan,762532565,,
Headline_c4ef75e7ba89,https://obfuscated.source.example/744bbdf1bf2656c1,No,Unknown,interview,Chandan,1427888324,,
Headline_315ec4b92aa0,https://obfuscated.source.example/1aa50f12265e87c5,No,Unknown,interview,Neha,309714810,,
Headline_8d81959c795d,https://obfuscated.source.example/ba608bddbf88d9d2,No,Unknown,interview,Neha,243033537,,
Headline_81323045bd48,https://obfuscated.source.example/82fd55c736816d74,No,Unknown,interview,Neha,882192349,,
Headline_b82d8ef04187,https://obfuscated.source.example/47fa80c61e1acb9f,No,Unknown,interview,Neha,1605978670,,
Headline_7c145899fb53,https://obfuscated.source.example/73de6185c0e157f7,No,Unknown,interview,Neha,1638276774,,
Headline_eae0917cd9a0,https://obfuscated.source.example/522ddcfec3d72c21,No,Unknown,interview,Neha,1908892099,,
Headline_610024c396f9,https://obfuscated.source.example/1bcec9ef35f3c94e,No,Unknown,interview,Neha,608744588,,
Headline_ccc77c9329a5,https://obfuscated.source.example/70a7c22eb96d87da,No,Unknown,interview,Neha,1223472211,,
Headline_e570fbacfb9a,https://obfuscated.source.example/494accc4392bd44c,No,Unknown,interview,Neha,736497333,,
Headline_a10e23298a82,https://obfuscated.source.example/f7858a87d7ea0a52,No,Unknown,interview,Neha,1002817926,,
Headline_b1e16e0fe975,https://obfuscated.source.example/ad009b76af3316d7,No,Unknown,interview,Neha,568147534,,
Headline_cc8d3c9c4bf2,https://obfuscated.source.example/8af3693818b37dc8,No,Unknown,interview,Neha,499036374,,
